Wavelength,Cm,Ch,Bm,Eumelanin,Pheomelanin,Baseline,Epidermis,ScatteringEpi,ScatteringDerm,Dermis,Reflectance
780,0.002,0.003,0.61,15.447880761984283,5.308216591742097,0.025067077723420057,0.04800376703915288,4.005693421832105,2.0028467109160526,0.0026009626490249797,0.9271115512736274
780,0.002,0.02,0.61,15.447880761984283,5.308216591742097,0.025067077723420057,0.04800376703915288,4.005693421832105,2.0028467109160526,0.0031350736168951655,0.9228945727193817
780,0.002,0.07,0.61,15.447880761984283,5.308216591742097,0.025067077723420057,0.04800376703915288,4.005693421832105,2.0028467109160526,0.004705988228278066,0.9238624793783853
780,0.002,0.16,0.61,15.447880761984283,5.308216591742097,0.025067077723420057,0.04800376703915288,4.005693421832105,2.0028467109160526,0.007533634528767286,0.902417650307022
780,0.002,0.32,0.61,15.447880761984283,5.308216591742097,0.025067077723420057,0.04800376703915288,4.005693421832105,2.0028467109160526,0.012560561285192565,0.8714277446446591
780,0.0135,0.003,0.61,15.447880761984283,5.308216591742097,0.025067077723420057,0.1798897306046166,4.005693421832105,2.0028467109160526,0.0026009626490249797,0.8016551931972535
780,0.0135,0.02,0.61,15.447880761984283,5.308216591742097,0.025067077723420057,0.1798897306046166,4.005693421832105,2.0028467109160526,0.0031350736168951655,0.797124517937178
780,0.0135,0.07,0.61,15.447880761984283,5.308216591742097,0.025067077723420057,0.1798897306046166,4.005693421832105,2.0028467109160526,0.004705988228278066,0.7878557014134138
780,0.0135,0.16,0.61,15.447880761984283,5.308216591742097,0.025067077723420057,0.1798897306046166,4.005693421832105,2.0028467109160526,0.007533634528767286,0.7760565614493564
780,0.0135,0.32,0.61,15.447880761984283,5.308216591742097,0.025067077723420057,0.1798897306046166,4.005693421832105,2.0028467109160526,0.012560561285192565,0.7576840177967007
780,0.0425,0.003,0.61,15.447880761984283,5.308216591742097,0.025067077723420057,0.5124717256827426,4.005693421832105,2.0028467109160526,0.0026009626490249797,0.6283994394447545
780,0.0425,0.02,0.61,15.447880761984283,5.308216591742097,0.025067077723420057,0.5124717256827426,4.005693421832105,2.0028467109160526,0.0031350736168951655,0.6306829930428383
780,0.0425,0.07,0.61,15.447880761984283,5.308216591742097,0.025067077723420057,0.5124717256827426,4.005693421832105,2.0028467109160526,0.004705988228278066,0.6036413712427187
780,0.0425,0.16,0.61,15.447880761984283,5.308216591742097,0.025067077723420057,0.5124717256827426,4.005693421832105,2.0028467109160526,0.007533634528767286,0.6120501189906309
780,0.0425,0.32,0.61,15.447880761984283,5.308216591742097,0.025067077723420057,0.5124717256827426,4.005693421832105,2.0028467109160526,0.012560561285192565,0.5771380633843762
780,0.1,0.003,0.61,15.447880761984283,5.308216591742097,0.025067077723420057,1.1719015435100613,4.005693421832105,2.0028467109160526,0.0026009626490249797,0.42372068835043675
780,0.1,0.02,0.61,15.447880761984283,5.308216591742097,0.025067077723420057,1.1719015435100613,4.005693421832105,2.0028467109160526,0.0031350736168951655,0.41975365166495204
780,0.1,0.07,0.61,15.447880761984283,5.308216591742097,0.025067077723420057,1.1719015435100613,4.005693421832105,2.0028467109160526,0.004705988228278066,0.4079333017260883
780,0.1,0.16,0.61,15.447880761984283,5.308216591742097,0.025067077723420057,1.1719015435100613,4.005693421832105,2.0028467109160526,0.007533634528767286,0.39885001458338587
780,0.1,0.32,0.61,15.447880761984283,5.308216591742097,0.025067077723420057,1.1719015435100613,4.005693421832105,2.0028467109160526,0.012560561285192565,0.3742458175973286
780,0.185,0.003,0.61,15.447880761984283,5.308216591742097,0.025067077723420057,2.1467108394287058,4.005693421832105,2.0028467109160526,0.0026009626490249797,0.26672131943570004
780,0.185,0.02,0.61,15.447880761984283,5.308216591742097,0.025067077723420057,2.1467108394287058,4.005693421832105,2.0028467109160526,0.0031350736168951655,0.2601395745792071
780,0.185,0.07,0.61,15.447880761984283,5.308216591742097,0.025067077723420057,2.1467108394287058,4.005693421832105,2.0028467109160526,0.004705988228278066,0.2547990978690107
780,0.185,0.16,0.61,15.447880761984283,5.308216591742097,0.025067077723420057,2.1467108394287058,4.005693421832105,2.0028467109160526,0.007533634528767286,0.2528305353121951
780,0.185,0.32,0.61,15.447880761984283,5.308216591742097,0.025067077723420057,2.1467108394287058,4.005693421832105,2.0028467109160526,0.012560561285192565,0.23480490352875044
780,0.32,0.003,0.61,15.447880761984283,5.308216591742097,0.025067077723420057,3.6949373682406716,4.005693421832105,2.0028467109160526,0.0026009626490249797,0.14451945398065077
780,0.32,0.02,0.61,15.447880761984283,5.308216591742097,0.025067077723420057,3.6949373682406716,4.005693421832105,2.0028467109160526,0.0031350736168951655,0.134102811251626
780,0.32,0.07,0.61,15.447880761984283,5.308216591742097,0.025067077723420057,3.6949373682406716,4.005693421832105,2.0028467109160526,0.004705988228278066,0.12650145624543996
780,0.32,0.16,0.61,15.447880761984283,5.308216591742097,0.025067077723420057,3.6949373682406716,4.005693421832105,2.0028467109160526,0.007533634528767286,0.12662467618518733
780,0.32,0.32,0.61,15.447880761984283,5.308216591742097,0.025067077723420057,3.6949373682406716,4.005693421832105,2.0028467109160526,0.012560561285192565,0.13011774766664091
780,0.5,0.003,0.61,15.447880761984283,5.308216591742097,0.025067077723420057,5.759239406656626,4.005693421832105,2.0028467109160526,0.0026009626490249797,0.08134933671408089
780,0.5,0.02,0.61,15.447880761984283,5.308216591742097,0.025067077723420057,5.759239406656626,4.005693421832105,2.0028467109160526,0.0031350736168951655,0.08120098697000289
780,0.5,0.07,0.61,15.447880761984283,5.308216591742097,0.025067077723420057,5.759239406656626,4.005693421832105,2.0028467109160526,0.004705988228278066,0.08076960592449842
780,0.5,0.16,0.61,15.447880761984283,5.308216591742097,0.025067077723420057,5.759239406656626,4.005693421832105,2.0028467109160526,0.007533634528767286,0.08001128440847252
780,0.5,0.32,0.61,15.447880761984283,5.308216591742097,0.025067077723420057,5.759239406656626,4.005693421832105,2.0028467109160526,0.012560561285192565,0.06681802053974119
